Link	Açıklama
3257490	Tunisie : Rached Ghannouchi condamné à un an de prison et à une amende par un tribunal tunisien
3257492	İstanbul'da vatandaşlar İSBİKE bisikletlerinin yerlerinde olmamasına tepki gösteriyor
3257493	AB, Ukrayna ve Moldova ile müzakere sürecini bugün başlatacak
3257494	Belgjikë, policia ndërhyn dhe i jep fund protestës në mbështetje të Palestinës
3257495	کشف زیبایی‌های زیرآب دریاچه وان توسط دوستداران غواصی
3257496	Chinese premier bats for unimpeded flow of supply chains, opposes decoupling
3257497	Sjećanja na djela osmanske civilizacije: Kućice za ptice i danas krase građevine širom Istanbula
3257498	LGBT içerikli filmler toplumsal değerleri nasıl hedef alıyor?
3257499	Turkish foreign minister to attend trilateral meeting with Polish, Romanian counterparts
3257500	Путин:предложение по Украине реально предусматривает возможность остановки конфликта
3257501	Pamuk fiyatlarıyla ilgili tahmin yapan yapay zeka destekli uygulama geliştirdiler
3257502	Menlu Turkiye: NATO harus peka terhadap kekhawatiran terorisme kami
3257503	کاخ‌های پرندگان؛ نماد شفقت نسبت به موجودات زنده در تمدن عثمانی
3257504	Bakan Tekin, eğitim sendikalarının yöneticileriyle buluştu
3257505	Karabük ve Sakarya'da çiçek açan lavanta bahçeleri ziyaretçilerini ağırlıyor
3257506	Израелскиот министер Галант и Блинкен во потрага по алтернатива за владеењето на Хамас во Газа
3257507	US, South Korean forces hold joint logistic drills
3257508	İran lideri Hamaney, cumhurbaşkanlığı seçimlerinde halka "yoğun katılım" çağrısı yaptı
3257509	عقب وفاة حجاج.. قرار أردني بتوقيف 19 شخصا بتهمة الاتجار بالبشر
3257510	إسرائيل تعلن خلال أيام "هزيمة" حماس برفح والانتقال للمرحلة الثالثة
3257511	In landmark ruling, Israel's top court says ultra-orthodox Jews must be subject to draft
3257512	Karadeniz bölgesindeki 5 il için çok kuvvetli yağış uyarısı
3257513	رئيس الأمن القومي الإسرائيلي: لا يمكن القضاء على حماس كفكرة 
3257514	الاتحاد الأوروبي يفرض عقوبات على 6 شخصيات سودانية
3257515	الشرطة البلجيكية تفض اعتصاما داعما لفلسطين بجامعة بروكسل الحرة
3257516	18 مليون شخص يزورن تركيا خلال 5 أشهر
3257517	المحكمة العليا الإسرائيلية: لا يمكن إعفاء المتدينين من التجنيد 
3257518	فیدان: مهم‌ترین مساله برای ترکیه تمرکز ناتو بر مبارزه با تروریسم است
3257519	حماس: إسرائيل تتحدى القوانين الدولية بمواصلة ارتكاب مجازر بغزة
3257520	Осум лица загинаа во пожар во подрачјето на Москва
3257521	Yedi Güzel Adam'ın usta kalemlerinden Alaeddin Özdenören vefatının 21. yılında anılıyor
3257522	Nouvelle-Calédonie : la maison coloniale Lacourt incendiée puis rasée 
3257523	Гнезда, насчитывающие столетия: «птичьи дворцы» Османской империи
3257524	Denizli'de sahipsiz köpeğin ısırdığı kişi elinden yaralandı
3257525	Macaristan'ın AB dönem başkanlığını devralmasına günler kala Budapeşte-Brüksel gerginliği sürüyor
3257526	Isparta'da karanfil hasadına başlandı
3257528	Des Israéliens portent plainte contre l'UNRWA à New York
3257529	Police break up pro-Palestine demonstration on Belgian university campus
3257530	В Тюркском доме в Нью-Йорке представлены блюда турецкой кухни
3257531	BM: Gazze'de 200'den fazla insani yardım çalışanı öldürüldü
3257532	La police belge disperse un sit-in de soutien à la Palestine à l'Université Libre de Bruxelles
3257533	الجيش الإسرائيلي يهدم 3 منازل فلسطينية جنوب الضفة الغربية
3257534	Beylikdüzü'nde  drift yapan sürücüye 32 bin 233 lira para cezası
3257535	Iran presidential election: Who are the frontrunners?
3257536	دادگاه عالی اسرائیل معافیت یهودیان افراطی ارتدوکس از خدمت سربازی را رد کرد
3257537	UN: Hiljade porodica u Gazi prisiljene da koriste prljavu morsku vodu
3257538	İsrail Ulusal Güvenlik Konseyi Başkanı: Hamas'ı bir fikir olarak ortadan kaldırmak imkansız
3257539	Varsovie accueille la réunion des MAE du processus de coopération trilatérale Türkiye-Roumanie-Pologne
3257540	Ushtarët izraelitë arrestojnë 25 palestinezë në Bregun Perëndimor
3257541	Death toll in terrorist attack in Russia's Dagestan rises to 21
3257542	Amid Israel's offensive, humanitarian assistance 'never been near enough' meeting needs of Gazans: UN
3257543	Policija zaustavila protest podrške Palestini u univerzitetskom kampusu u Briselu
3257544	Cisjordanie occupée : 9 360 Palestiniens interpellés par l’armée israélienne depuis le début de la guerre
3257545	Tunisian court sentences Ghannouchi to 1 year in prison, financial fine
3257546	Iran's Khamenei calls for high turnout in June 28 presidential election
3257547	Türkiye'de lisanslı dalıcı sayısı artıyor
3257548	Основатель WikiLeaks Ассанж в рамках сделки с США сможет поехать в Австралию
3257549	Chine : Le bilan des victimes des inondations s’alourdit à 60 morts
3257550	Ukrajina i Moldavija danas zvanično počinju pregovore o članstvu u EU
3257551	Foreign tourist arrivals to Türkiye surge 14% in May
3257552	Germany calls on Israel to release withheld tax revenues for Palestinian Authority
3257553	A Milli Futbol Takımı, Çekya maçının hazırlıklarını sürdürdü
3257554	EXPLAINER - Julian Assange: WikiLeaks founder’s long fight for freedom
3257555	Google hakkındaki rekabet soruşturmasında sözlü savunma toplantısı yapıldı
3257556	Türkiye-Yunanistan sınırında voleybol dostluk maçı oynandı
3257557	Stellantis, İngiltere hükümeti elektrikli araçlar için teşvik sağlamazsa ülkede üretimi durdurabilir
3257558	Di qezayên trafîkê da ku di bêhnvedana Cejna Qurbanê da çêbûn, 72 kes mirin, 12 hezar û 274 kes jî birîndar bûn
3257559	Google yetkilisi Yücesoy: Tüm paydaşlarımızla masaya oturmaya hazırız
3257560	Iranski vrhovni vođa Hamenei pozvao na što masovnije učešće na predsjedničkim izborima
3257562	Hungary striker Varga has 'successful operation' after injury in EURO 2024 clash
3257563	Oil prices down against escalating conflicts in Middle East
3257564	Fransa'da farklı görüşlerdeki 200'den fazla siyasetçiden aşırı sağa karşı işbirliği çağrısı
3257565	Lufthansa to apply environmental surcharge on tickets up to $77
3257566	تسويق منتجات القنب الهندي.. عهد جديد في المغرب (تقرير)
3257567	Kreu i Këshillit të Sigurisë Kombëtare të Izraelit: E pamundur të eliminohet Hamasi
3257568	Putin says his proposals can end conflict in Ukraine
3257569	استخدم درعا بشريا.. جريح فلسطيني: عشت أصعب اللحظات ورأيت الموت (مقابلة)
3257570	Séoul et Washington signent un protocole d'accord pour échanger des renseignements diplomatiques
3257571	Milli uydu haberleşme çözümlerinde rota ihracat
3257572	Irak'ın ve Suriye'nin kuzeyinde 7 PKK'lı terörist etkisiz hale getirildi
3257573	Israel claims to announce Hamas ‘defeat’ in Rafah, moving to 3rd phase of war
3257574	Diyanet İşleri Başkanı Erbaş'tan Diyanet'in hac organizasyonuna ilişkin açıklama
3257575	NY: Li Xezeyê ji 200î zêdetir xebatkarên alîkariya însanî hatin kuştin
3257576	المغرب.. السياحة توفر 2.5 مليون فرصة عمل
3257577	Poutine affirme que ses propositions peuvent mettre fin au conflit en Ukraine
3257578	اوکراین: یک انبار مهمات صحرایی روسیه را هدف قرار دادیم
3257579	خامنئي يدعو لمشاركة "واسعة النطاق" في الانتخابات الرئاسية
3257580	Özel güvenlik görevlileri görev yaptıkları alanlarda uzmanlaşacak
3257581	Srbija: Vučić razgovarao s evropskom komesarkom Johanson
3257587	Shqipëri, arrestohet një shtetas turk i shpallur në kërkim ndërkombëtar
3257588	الجزائر.. هزة أرضية بقوة 4 درجات تضرب ولاية جيجل
3257589	Израиль взял на себя ответственность за атаку на лагерь беженцев «Аш – Шати» в Газе
3257591	قادة بالجيش الإسرائيلي يبحثون رفع الجاهزية لمهاجمة لبنان
3257592	President Macron's civil war warning draws fire from French left, right
3257593	الدفاع التركية: تحييد 7 إرهابيين شمالي سوريا والعراق
3257596	UK Conservative Party withdraws support for 2 candidates over betting scandal
3257598	Hazine ve Maliye Bakanlığı, "makam aracı" ve "çifte maaş" iddialarına yanıt verdi
3257599	Baerbock pozvala Izrael da omogući porezne prihode i carine za Palestinsku upravu
3257600	"Bu Denizin Tuzu" Filistin konusunu ekrana taşıyacak
3257602	ترکیه: 7 تروریست پ.ک.ک در شمال عراق و سوریه از پای درآمدند
3257607	Fitch, Türk bankacılık sektörünün görünümünü 'nötr'den 'iyileşiyor'a revize etti
3257608	OKB: Më shumë se 200 punëtorë humanitarë të vrarë në Gaza
3257612	UN says Palestinians in Gaza forced to rely on contaminated sea water for daily needs
3257613	ABD'li plak şirketleri telif hakkı ihlali gerekçesiyle 2 yapay zeka şirketine dava açtı
3257614	La compagnie aérienne Lufthansa va appliquer une surtaxe environnementale sur les billets allant jusqu'à 77 dollars
3257617	UNICEF: Sudan, çocuklar için dünyanın en kötü yerlerinden biri 
3257619	Nacho Fernandez leaves Real Madrid after more than 2 decades
3257620	أوكرانيا تستهدف مستودع ذخيرة روسي في فورونيج
3257621	В мире растет число жертв пыток
3257622	محللان: واشنطن تتعاطى بواقعية ولن تدعم حربا إسرائيلية على لبنان (تقرير)
3257623	Një grua nga Teksasi akuzohet për tentativë vrasjeje, dyshohet se tentoi të mbyste një palestineze 3-vjeçare
3257624	Afghans upbeat over cricket team’s success in T20 World Cup
3257625	AB'den Microsoft'a "Teams" nedeniyle suçlama
3257626	Кыргызстан и Узбекистан обсудили сотрудничество
3257627	لە هەکاری شوانەکان ناوچە بەفراوییەکان تێدەپەڕێنن و ئاژەڵەکان دەبن بۆ دۆشین 
3257628	مباحثات مصرية أممية بشأن مواجهة "الكارثة الإنسانية" بغزة
3257629	Bakan Güler, İstanbul Tersanesi Komutanlığında incelemelerde bulundu
3257631	Kremlin: Ukrayna ile ateşkes için Rusya'nın teklifi, meseleye siyasi çözüm sağlayacak
3257632	Taştêya Wanê di nava hilbijarteyên yekem ên geştiyaran da cih digire
3257633	Глава МИД Турции примет участие в министерской встрече Турции, Румынии и Польши
3257634	WHO says mpox cases on rise in Africa
3257635	Tshisekedi, "Grand Croix" dans l'Ordre National du Tchad
3257636	UN: Više od 200 humanitarnih radnika ubijeno u Gazi od 7. oktobra
3257637	Traditional Turkish archery hits the mark in South Africa
3257640	Gaza death toll from Israeli attacks since Oct. 7 rises to 37,658, injuries to 86,237
3257642	War between Israel, Lebanon would have ‘disastrous consequences,’ German foreign minister warns
3257643	Stellantis bi mogao obustaviti proizvodnju električnih vozila u Velikoj Britaniji
3257644	МУС выдал ордера на арест Шойгу и Герасимова
3257645	Cumhurbaşkanı Başdanışmanı Kılıç'tan Atlantik Konseyi Paneli'nde "Türkiye" vurgusu
